DATE,LEDGER,REVENUE,UNITS
6/30/2024,Bike Lights,9014593.04,277569.46
6/30/2024,Bike Headlights,1658054.50,37214.94
6/30/2024,Bike Light Accessories,52138.92,4530.55
6/30/2024,Bike Light Sets,3179726.52,98937.14
6/30/2024,Bike Taillights,3159611.05,55202.88
6/30/2024,Other Bike Lights,965062.05,81683.95
6/30/2024,Bike Pumps,9295411.72,494365.49
6/30/2024,C02 Frame Pumps,475386.02,21417.55
6/30/2024,Floor Pumps,6026722.55,271938.98
6/30/2024,Manual Frame Pumps,1563636.16,74361.28
6/30/2024,Pump Accessories,984897.35,121506.42
6/30/2024,Shock Pumps,244769.64,5141.26
6/30/2024,Bike Rentals,2029590.58,19160.40
6/30/2024,Bike Rentals,2029590.58,19160.40
6/30/2024,Bike Service/Repairs,58118460.03,1713889.36
6/30/2024,Bike Service/Repairs,58118460.03,1713889.36
6/30/2024,BMX,17948248.88,137499.03
6/30/2024,BMX/Race Bicycles,9107391.63,72613.03
6/30/2024,Freestyle Bicycles,8840857.25,64886.00
6/30/2024,Childrens,76145040.09,625691.21
6/30/2024,12 inch Bicycles,9683663.35,114918.11
6/30/2024,14 inch Bicycles,848108.81,6187.07
6/30/2024,16 inch Bicycles,15997040.91,154742.71
6/30/2024,18 inch Bicycles,9561317.89,93837.15
6/30/2024,20 inch Bicycles,17288657.60,125748.69
6/30/2024,24 inch Bicycles,22041636.99,124052.83
6/30/2024,Balance Bikes,642605.42,5340.93
6/30/2024,Tricycles,82009.12,863.72
6/30/2024,Components,31957939.36,1074028.64
6/30/2024,Bar Ends,33897.60,1717.48
6/30/2024,Bottom Brackets,589243.87,16109.76
6/30/2024,Brake and Shifting Cables,1173163.63,211635.70
6/30/2024,Brake Parts - Disks,1464290.06,31494.32
6/30/2024,Brake Parts - Levers,210776.38,5434.99
6/30/2024,Brake Parts - Other,624794.19,45275.57
6/30/2024,Brake Parts - Pads,2770580.09,158731.33
6/30/2024,Brake Parts - Rims,69006.62,1034.65
6/30/2024,Brakes - Disk - Hydraulic,253592.31,1942.78
6/30/2024,Brakes - Disk - Hydraulic Sets,1057873.33,9716.33
6/30/2024,Brakes - Disk - Mechanical,44204.34,779.75
6/30/2024,Brakes - Disk - Mechanical Sets,58084.70,253.72
6/30/2024,Brakes - Rim Sets,9982.87,242.01
6/30/2024,Brakes - Rims,70478.48,2479.87
6/30/2024,Cassettes/Freewheels,2751537.54,36785.13
6/30/2024,Chainrings,566935.81,9481.35
6/30/2024,Chains,2574418.27,90849.43
6/30/2024,Component Groups,1213011.56,1525.63
6/30/2024,Cranksets,1107858.34,7153.16
6/30/2024,Front Derailleurs,286516.55,3873.83
6/30/2024,Handlebar Grips,1626406.19,85321.26
6/30/2024,Handlebar Tape,1351751.90,45972.92
6/30/2024,Handlebars,1176733.61,11053.04
6/30/2024,Headsets,98266.84,2698.03
6/30/2024,Other Component Parts,5628700.52,220112.45
6/30/2024,Rear Derailleurs,1530373.09,18233.81
6/30/2024,Seatposts,1940641.38,25795.37
6/30/2024,Shift/Brake Combo,455271.29,3990.42
6/30/2024,Shifters,313505.05,9782.87
6/30/2024,Stems,906042.95,14551.68
6/30/2024,Electric Bicycles,95575579.78,59359.34
6/30/2024,Electric Lifestyle/Leisure Bicycles- Class 1,4149220.97,2733.53
6/30/2024,Electric Lifestyle/Leisure Bicycles- Class 2,3555656.02,4627.38
6/30/2024,Electric Lifestyle/Leisure Bicycles- Class 3,9742.52,5.89
6/30/2024,Electric Mountain Bicycles- Class 1,20776369.92,5941.23
6/30/2024,Electric Mountain Bicycles- Class 2,4259507.13,5117.56
6/30/2024,Electric Other Bicycles- Not Specified,50167.73,12.54
6/30/2024,Electric Other Bicycles- Class 1,897604.25,669.19
6/30/2024,Electric Other Bicycles- Class 2,1425010.69,1060.41
6/30/2024,Electric Other Bicycles- Class 3,1809669.03,826.83
6/30/2024,Electric Road Bicycles- Not Specified,0.00,0.00
6/30/2024,Electric Road Bicycles- Class 1,1904499.39,373.55
6/30/2024,Electric Road Bicycles- Class 2,27851.37,28.94
6/30/2024,Electric Road Bicycles- Class 3,2490381.64,464.62
6/30/2024,Electric Transit/Fitness Bicycles- Not Specified,0.00,0.00
6/30/2024,Electric Transit/Fitness Bicycles- Class 1,16300194.62,9595.67
6/30/2024,Electric Transit/Fitness Bicycles- Class 2,4842938.93,3300.85
6/30/2024,Electric Transit/Fitness Bicycles- Class 3,16118608.72,5971.18
6/30/2024,Electric Mountain Bicycles- Class 3,1422419.44,616.42
6/30/2024,Electric Cargo Bicycles- Class 1,3525010.71,1273.36
6/30/2024,Electric Cargo Bicycles- Class 2,586942.63,329.27
6/30/2024,Electric Cargo Bicycles- Class 3,562080.30,154.83
6/30/2024,Electric Folding Bicycles- Class 1,1842891.05,3360.89
6/30/2024,Electric Folding Bicycles- Class 2,8339311.80,12254.73
6/30/2024,Electric Folding Bicycles- Class 3,679500.92,640.47
6/30/2024,Electronics,10320579.63,107206.56
6/30/2024,Cyclo-Computers,5200353.65,21236.22
6/30/2024,Electronic Accessories,3807750.14,84381.57
6/30/2024,Power Meters,1312475.84,1588.77
6/30/2024,Fenders,723001.70,16170.23
6/30/2024,Fender Sets,584499.70,9315.01
6/30/2024,Front Fenders,78351.62,4360.10
6/30/2024,Rear Fenders,60150.38,2495.12
6/30/2024,Forks & Suspension,1323789.31,2329.88
6/30/2024,26 Inch,2.35,6.59
6/30/2024,700C,10476.02,51.84
6/30/2024,Other Rigid Forks,189496.75,350.21
6/30/2024,Suspension Fork,1022230.35,1673.33
6/30/2024,Suspension Rear,101583.84,247.91
6/30/2024,Frames,2756628.94,1839.06
6/30/2024,BMX Frames,912.58,9.13
6/30/2024,Cyclocross/Gravel Frames,476970.74,211.30
6/30/2024,Mountain Frames,775383.71,354.89
6/30/2024,Road Frames,1503361.91,1263.74
6/30/2024,Helmets,45286661.36,1128350.64
6/30/2024,Full Face Helmets,2416714.71,23805.04
6/30/2024,Helmet Accessories,127649.48,4600.69
6/30/2024,Regular Helmets,42742297.17,1099944.91
6/30/2024,Lifestyle/Leisure,13071791.02,57355.60
6/30/2024,Comfort Bicycles,3235371.97,8000.26
6/30/2024,Cruiser/Classic Bicycles,9836419.05,49355.34
6/30/2024,Locks,14748303.71,649237.93
6/30/2024,Cable Locks,6014486.40,447915.05
6/30/2024,Lock Accessories,118151.39,5968.69
6/30/2024,U-Locks,5493575.75,139079.78
6/30/2024,Chain Locks,2100905.25,42563.00
6/30/2024,Folding Locks,903935.79,10819.61
6/30/2024,Other Locks,117249.13,2891.80
6/30/2024,Mountain,104777994.99,227514.93
6/30/2024,"Downhill Bicycles-26""",0.00,0.00
6/30/2024,"Downhill Bicycles-27.5""/650B",0.00,0.00
6/30/2024,"Downhill Bicycles-29""",80435.49,11.26
6/30/2024,"Front Suspension Bicycles-26""",12220526.58,77520.12
6/30/2024,"Front Suspension Bicycles-27.5""/650B",16845511.41,34515.11
6/30/2024,"Front Suspension Bicycles-29""",31033840.52,52427.37
6/30/2024,Front Suspension Bicycles-Not Specified,4175.86,6.42
6/30/2024,"Full Suspension Bicycles-26""",5774624.22,35564.33
6/30/2024,"Full Suspension Bicycles-27.5""/650B",2257345.55,2224.86
6/30/2024,"Full Suspension Bicycles-29""",34152042.44,19883.06
6/30/2024,Full Suspension Bicycles-Not Specified,0.00,0.00
6/30/2024,"Single Speed Mountain Bicycles-26""",11268.10,29.16
6/30/2024,"Single Speed Mountain Bicycles-29""",0.00,0.00
6/30/2024,"Unsuspended Bicycles-26""",1619447.25,4611.26
6/30/2024,"Unsuspended Bicycles-27.5""/650B",734964.05,702.55
6/30/2024,"Unsuspended Bicycles-29""",43813.52,19.43
6/30/2024,Unsuspended Bicycles-Not Specified,0.00,0.00
6/30/2024,Downhill Bicycles-Not Specified,0.00,0.00
6/30/2024,On-Bike Packs,5848719.57,117123.91
6/30/2024,Frame Bags,1281158.09,31836.29
6/30/2024,Handlebar Bags,735591.60,20018.46
6/30/2024,Pannier/Rack Packs,2613552.67,26671.11
6/30/2024,Seat/Seat post Bags,1218417.21,38598.05
6/30/2024,On-Bike Racks,4432927.44,122101.46
6/30/2024,Bike Baskets,2086042.72,78073.50
6/30/2024,Front Bike Racks,98410.19,1136.28
6/30/2024,Front/Rear Rack Sets,6764.22,40.71
6/30/2024,Rear Rack Frame,2163455.28,41589.07
6/30/2024,Rear Rack Seatpost,78255.03,1261.90
6/30/2024,Other Bicycles,12703531.31,64266.16
6/30/2024,Folding Bicycles,1055904.08,2294.17
6/30/2024,Other Bicycles,56759.32,46.60
6/30/2024,Recumbent Bicycles,709989.55,667.60
6/30/2024,Stationary Bikes,9371665.53,56799.00
6/30/2024,Three Wheeler Bicycles,1453738.85,3970.04
6/30/2024,Unicycles,55473.98,488.75
6/30/2024,Pedals,8339741.04,176062.97
6/30/2024,MTB Clipless Pedals,1679617.29,17983.97
6/30/2024,Pedals Accessories,1268418.67,63921.80
6/30/2024,Platform Pedals,3013654.60,72929.68
6/30/2024,Road Clipless Pedals,2378050.48,21227.52
6/30/2024,Repairs/Maintenance,13719655.45,959884.94
6/30/2024,Bike Multi Tools,1344832.43,55877.54
6/30/2024,Bike Patch Tool Kits,742506.68,106480.59
6/30/2024,Bike Patch Tools,1863197.64,206665.23
6/30/2024,Bike Shop Tools,2193515.75,112168.74
6/30/2024,Lubes/Cleaners,6312289.65,465663.54
6/30/2024,Workstands,1263313.30,13029.30
6/30/2024,Road,67385784.95,30838.11
6/30/2024,Cyclocross/Gravel Bicycles,25770468.22,15493.75
6/30/2024,Sport Performance Road Bicycles,37216172.24,13538.32
6/30/2024,Touring Road Bicycles,1197444.96,1001.46
6/30/2024,Track/Single Speed Bicycles,157279.91,492.26
6/30/2024,Triathlon Bicycles,3044419.62,312.32
6/30/2024,Saddles/Pads,8914473.89,204527.18
6/30/2024,Comfort Saddles,4210578.02,108387.24
6/30/2024,Other Saddles,164865.62,4761.47
6/30/2024,Pads/Covers,780890.26,56526.19
6/30/2024,Performance Saddles,3758139.99,34852.28
6/30/2024,Tandem,264688.02,348.49
6/30/2024,All Terrain Tandem Bicycles,0.00,0.00
6/30/2024,Comfort/Cross Tandem Bicycles,97530.44,249.17
6/30/2024,Road Tandem Bicycles,167157.58,99.32
6/30/2024,Tires/Tubes,33225643.45,2236759.45
6/30/2024,Other Tubes,947923.91,135059.38
6/30/2024,Tire 12-24 Inch,1939819.65,83609.63
6/30/2024,Tire 26 Inch,3062465.69,117064.97
6/30/2024,Tire 27 Inch/700C/650C,10037907.17,194121.37
6/30/2024,Tire 27.5 Inch/650B,1363214.46,29356.73
6/30/2024,Tire 29 Inch,2293156.36,40797.78
6/30/2024,Tire OTHER,7701.41,298.01
6/30/2024,Tires/Tubes Accessories,1949991.34,170428.30
6/30/2024,Tube 20 Inch,1521779.24,189982.14
6/30/2024,Tube 24 X,876160.95,124132.11
6/30/2024,Tube 26 X,3719754.66,485885.15
6/30/2024,Tube 27.5/650B,828532.62,97930.93
6/30/2024,Tube 27/700C/650C,3764054.99,459998.09
6/30/2024,Tube 29 X,913181.00,108094.86
6/30/2024,Trailers,4986193.67,30032.76
6/30/2024,Cargo Trailers,509379.41,4858.39
6/30/2024,Trail A Bikes,269992.26,1235.37
6/30/2024,Kid Trailers/Carriers,4206822.00,23939.00
6/30/2024,Trainers/Rollers,2848191.52,14600.76
6/30/2024,Trainers/Rollers,2461476.66,9344.19
6/30/2024,Trainers/Rollers Accessories,386714.86,5256.57
6/30/2024,Transit/Fitness,48555543.71,78884.22
6/30/2024,Commuter/Town Bicycles,7623446.98,14379.13
6/30/2024,Cross/Hybrid Bicycles,40932096.73,64505.09
6/30/2024,Water Bottle Cages,4663492.60,274230.86
6/30/2024,Water Bottle Cages,4663492.60,274230.86
6/30/2024,Wheel Parts,1327113.35,144383.58
6/30/2024,26 Inch Rims,25020.48,348.55
6/30/2024,27 Inch Rims,19953.92,7.00
6/30/2024,27.5 Inch/ 650B Rims,78134.75,256.36
6/30/2024,29 Inch Rims,60022.41,414.23
6/30/2024,650C Rims,0.00,0.00
6/30/2024,700C Rims,79826.29,458.20
6/30/2024,Hubs,157725.54,1506.74
6/30/2024,Other Rims,2095.74,52.04
6/30/2024,Other Wheel Parts,646303.52,52541.82
6/30/2024,Skewers,80339.92,3784.07
6/30/2024,Spokes,177690.78,85014.57
6/30/2024,Wheels,5362836.96,22832.06
6/30/2024,<=24 inch Front Wheels,11678.72,225.96
6/30/2024,<=24 inch Rear Wheels,11751.78,156.49
6/30/2024,<=24 inch Wheel Sets,46897.88,1359.84
6/30/2024,26 inch Front Wheels,37208.02,337.04
6/30/2024,26 inch Rear Wheels,62910.43,679.28
6/30/2024,26 inch Wheel Sets,210613.08,2811.89
6/30/2024,27 inch/ 700C/ 650C Front Wheels,609933.28,1518.39
6/30/2024,27 inch/ 700C/ 650C Rear Wheels,758802.32,2075.96
6/30/2024,27 inch/ 700C/ 650C Wheel Sets,1926178.12,6397.77
6/30/2024,27.5 inch/ 650B Front Wheels,28679.62,114.13
6/30/2024,27.5 inch/ 650B Rear Wheels,90911.92,440.12
6/30/2024,27.5 inch/ 650B Wheel Sets,237341.63,1131.28
6/30/2024,29 inch Front Wheels,153578.36,687.82
6/30/2024,29 inch Rear Wheels,347482.37,1182.66
6/30/2024,29 inch Wheel Sets,773427.38,1783.88
6/30/2024,Other Front Wheels,1162.23,7.00
6/30/2024,Other Rear Wheels,10777.89,21.67
6/30/2024,Other Wheel Sets,43501.93,1900.88
6/30/2024,Grand Total,729218059.00,11276990.38
7/31/2024,Bike Footwear,8421291.02,67503.62
7/31/2024,Bike Sandals,55383.20,446.77
7/31/2024,Mountain Shoes,3747210.21,30441.43
7/31/2024,Other Bike Shoes,74582.04,825.22
7/31/2024,Road Shoes,4544115.57,35790.20
7/31/2024,Bike Gloves,3242042.73,107440.85
7/31/2024,Bike Glove Liners,119.03,7.94
7/31/2024,Fingerless Bike Gloves,2048912.39,67447.95
7/31/2024,Full Finger Bike Gloves,1193011.31,39984.96
7/31/2024,Bike Lights,8101295.45,224418.36
7/31/2024,Bike Headlights,1456816.16,32311.00
7/31/2024,Bike Light Accessories,63823.09,4149.31
7/31/2024,Bike Light Sets,2547424.76,80414.56
7/31/2024,Bike Taillights,3353658.46,50841.56
7/31/2024,Other Bike Lights,679572.98,56701.93
7/31/2024,Bike Pumps,6725462.81,349439.65
7/31/2024,C02 Frame Pumps,364830.51,17133.17
7/31/2024,Floor Pumps,4236231.21,187838.77
7/31/2024,Manual Frame Pumps,1210349.79,56993.63
7/31/2024,Pump Accessories,742883.03,83865.24
7/31/2024,Shock Pumps,171168.27,3608.84
7/31/2024,Bike Rentals,2491262.38,24051.40
7/31/2024,Bike Rentals,2491262.38,24051.40
7/31/2024,Bike Service/Repairs,52006424.57,1760896.33
7/31/2024,Bike Service/Repairs,52006424.57,1760896.33
7/31/2024,BMX,11918085.86,90271.66
7/31/2024,BMX/Race Bicycles,5781389.90,45776.77
7/31/2024,Freestyle Bicycles,6136695.96,44494.89
7/31/2024,Childrens,52642930.03,427549.49
7/31/2024,12 inch Bicycles,6938229.89,82125.73
7/31/2024,14 inch Bicycles,1107003.76,8585.06
7/31/2024,16 inch Bicycles,11326477.85,108118.93
7/31/2024,18 inch Bicycles,6467819.72,62173.79
7/31/2024,20 inch Bicycles,11598519.13,82244.66
7/31/2024,24 inch Bicycles,14741382.66,80284.34
7/31/2024,Balance Bikes,404429.53,3330.37
7/31/2024,Tricycles,59067.49,686.61
7/31/2024,Components,26826117.39,861157.20
7/31/2024,Bar Ends,31690.03,1690.45
7/31/2024,Bottom Brackets,581345.60,18219.36
7/31/2024,Brake and Shifting Cables,975857.27,170046.33
7/31/2024,Brake Parts - Disks,1375013.55,30006.30
7/31/2024,Brake Parts - Levers,169685.98,4310.99
7/31/2024,Brake Parts - Other,533288.39,27544.15
7/31/2024,Brake Parts - Pads,2398717.21,134471.27
7/31/2024,Brake Parts - Rims,50591.96,872.08
7/31/2024,Brakes - Disk - Hydraulic,252149.40,2175.79
7/31/2024,Brakes - Disk - Hydraulic Sets,948429.45,8594.49
7/31/2024,Brakes - Disk - Mechanical,42038.17,859.53
7/31/2024,Brakes - Disk - Mechanical Sets,33818.61,151.60
7/31/2024,Brakes - Rim Sets,4879.98,148.03
7/31/2024,Brakes - Rims,57948.82,2106.75
7/31/2024,Cassettes/Freewheels,2508605.25,32213.16
7/31/2024,Chainrings,566161.01,8497.54
7/31/2024,Chains,3305921.54,113892.48
7/31/2024,Component Groups,729386.37,779.01
7/31/2024,Cranksets,988862.06,6145.61
7/31/2024,Front Derailleurs,295334.05,3665.61
7/31/2024,Handlebar Grips,1247358.34,63988.18
7/31/2024,Handlebar Tape,1209352.03,41182.60
7/31/2024,Handlebars,956941.37,9525.43
7/31/2024,Headsets,91922.89,2288.41
7/31/2024,Other Component Parts,3265478.78,119611.91
7/31/2024,Rear Derailleurs,1236542.52,14189.20
7/31/2024,Seatposts,1465638.01,19821.77
7/31/2024,Shift/Brake Combo,442231.13,3659.06
7/31/2024,Shifters,271536.96,8083.84
7/31/2024,Stems,789390.66,12416.27
7/31/2024,Electric Bicycles,74007532.95,40614.71
7/31/2024,Electric Lifestyle/Leisure Bicycles- Class 1,2729010.04,1847.22
7/31/2024,Electric Lifestyle/Leisure Bicycles- Class 2,2868206.73,3910.26
7/31/2024,Electric Lifestyle/Leisure Bicycles- Class 3,11993.90,12.59
7/31/2024,Electric Mountain Bicycles- Class 1,17464566.41,4313.75
7/31/2024,Electric Mountain Bicycles- Class 2,2789574.62,2098.49
7/31/2024,Electric Other Bicycles- Not Specified,14234.40,7.12
7/31/2024,Electric Other Bicycles- Class 1,811618.60,1151.73
7/31/2024,Electric Other Bicycles- Class 2,1150275.26,698.34
7/31/2024,Electric Other Bicycles- Class 3,1287985.31,612.05
7/31/2024,Electric Road Bicycles- Not Specified,0.00,0.00
7/31/2024,Electric Road Bicycles- Class 1,1662004.46,344.81
7/31/2024,Electric Road Bicycles- Class 2,-3873.89,-2.36
7/31/2024,Electric Road Bicycles- Class 3,2982622.54,496.22
7/31/2024,Electric Transit/Fitness Bicycles- Not Specified,0.00,0.00
7/31/2024,Electric Transit/Fitness Bicycles- Class 1,11949569.83,6745.32
7/31/2024,Electric Transit/Fitness Bicycles- Class 2,4076744.15,2662.26
7/31/2024,Electric Transit/Fitness Bicycles- Class 3,13672538.74,5088.40
7/31/2024,Electric Mountain Bicycles- Class 3,1682943.66,715.50
7/31/2024,Electric Cargo Bicycles- Class 1,2522005.44,669.67
7/31/2024,Electric Cargo Bicycles- Class 2,433741.28,243.39
7/31/2024,Electric Cargo Bicycles- Class 3,586543.93,170.41
7/31/2024,Electric Folding Bicycles- Class 1,2244842.70,3451.65
7/31/2024,Electric Folding Bicycles- Class 2,2601882.56,4885.17
7/31/2024,Electric Folding Bicycles- Class 3,468502.28,492.72
7/31/2024,Electronics,8896666.33,83866.90
7/31/2024,Cyclo-Computers,5031531.23,19058.59
7/31/2024,Electronic Accessories,2922120.41,63561.67
7/31/2024,Power Meters,943014.69,1246.64
7/31/2024,Fenders,558822.20,12320.33
7/31/2024,Fender Sets,461772.68,7508.87
7/31/2024,Front Fenders,58995.18,3137.23
7/31/2024,Rear Fenders,38054.34,1674.23
7/31/2024,Forks & Suspension,914714.59,1630.41
7/31/2024,26 Inch,512.16,7.12
7/31/2024,700C,5766.27,44.92
7/31/2024,Other Rigid Forks,50597.86,166.97
7/31/2024,Suspension Fork,797916.99,1271.17
7/31/2024,Suspension Rear,59921.31,140.23
7/31/2024,Frames,2656418.08,1538.78
7/31/2024,BMX Frames,8756.73,38.47
7/31/2024,Cyclocross/Gravel Frames,625276.68,293.19
7/31/2024,Mountain Frames,837376.41,345.47
7/31/2024,Road Frames,1185008.26,861.65
7/31/2024,Helmets,32858489.01,808369.55
7/31/2024,Full Face Helmets,1779137.48,16632.95
7/31/2024,Helmet Accessories,258408.43,4932.48
7/31/2024,Regular Helmets,30820943.10,786804.12
7/31/2024,Lifestyle/Leisure,8276062.58,35677.55
7/31/2024,Comfort Bicycles,2046885.05,4979.03
7/31/2024,Cruiser/Classic Bicycles,6229177.53,30698.52
7/31/2024,Locks,11167217.35,495108.55
7/31/2024,Cable Locks,4646530.70,349003.49
7/31/2024,Lock Accessories,91263.30,4652.78
7/31/2024,U-Locks,4073435.77,97257.47
7/31/2024,Chain Locks,1572348.76,32870.04
7/31/2024,Folding Locks,715091.13,8727.08
7/31/2024,Other Locks,68547.69,2597.69
7/31/2024,Mountain,72935407.63,142385.09
7/31/2024,"Downhill Bicycles-26""",0.00,0.00
7/31/2024,"Downhill Bicycles-27.5""/650B",0.00,0.00
7/31/2024,"Downhill Bicycles-29""",43382.53,8.94
7/31/2024,"Front Suspension Bicycles-26""",7334732.16,47251.12
7/31/2024,"Front Suspension Bicycles-27.5""/650B",10095010.38,20845.37
7/31/2024,"Front Suspension Bicycles-29""",21268581.07,33530.25
7/31/2024,Front Suspension Bicycles-Not Specified,16846.79,15.06
7/31/2024,"Full Suspension Bicycles-26""",3458108.38,21525.08
7/31/2024,"Full Suspension Bicycles-27.5""/650B",1423544.77,1484.38
7/31/2024,"Full Suspension Bicycles-29""",27618241.52,14287.54
7/31/2024,Full Suspension Bicycles-Not Specified,0.00,0.00
7/31/2024,"Single Speed Mountain Bicycles-26""",12446.98,23.63
7/31/2024,"Single Speed Mountain Bicycles-29""",0.00,0.00
7/31/2024,"Unsuspended Bicycles-26""",1216577.40,2966.03
7/31/2024,"Unsuspended Bicycles-27.5""/650B",340089.77,372.10
7/31/2024,"Unsuspended Bicycles-29""",93300.16,31.58
7/31/2024,Unsuspended Bicycles-Not Specified,14545.72,44.01
7/31/2024,Downhill Bicycles-Not Specified,0.00,0.00
7/31/2024,On-Bike Packs,4308675.99,90024.00
7/31/2024,Frame Bags,781392.75,23353.54
7/31/2024,Handlebar Bags,555178.00,14603.25
7/31/2024,Pannier/Rack Packs,1992623.30,19828.06
7/31/2024,Seat/Seat post Bags,979481.94,32239.15
7/31/2024,On-Bike Racks,3342721.89,92507.09
7/31/2024,Bike Baskets,1564129.10,57644.06
7/31/2024,Front Bike Racks,100667.88,1341.24
7/31/2024,Front/Rear Rack Sets,350.35,2.04
7/31/2024,Rear Rack Frame,1623602.59,32636.09
7/31/2024,Rear Rack Seatpost,53971.97,883.66
7/31/2024,Other Bicycles,15362411.08,56801.51
7/31/2024,Folding Bicycles,951895.69,1888.21
7/31/2024,Other Bicycles,15939.79,15.73
7/31/2024,Recumbent Bicycles,694736.11,498.51
7/31/2024,Stationary Bikes,12408882.04,50762.00
7/31/2024,Three Wheeler Bicycles,1249849.86,3315.78
7/31/2024,Unicycles,41107.59,321.28
7/31/2024,Pedals,6403011.09,124527.70
7/31/2024,MTB Clipless Pedals,1241594.04,13859.30
7/31/2024,Pedals Accessories,990242.88,39814.34
7/31/2024,Platform Pedals,2244823.51,54392.98
7/31/2024,Road Clipless Pedals,1926350.66,16461.08
7/31/2024,Repairs/Maintenance,10679267.40,748131.49
7/31/2024,Bike Multi Tools,972673.43,40368.23
7/31/2024,Bike Patch Tool Kits,580324.75,83045.74
7/31/2024,Bike Patch Tools,1493011.25,170787.61
7/31/2024,Bike Shop Tools,1697870.42,81416.08
7/31/2024,Lubes/Cleaners,4982457.95,364127.37
7/31/2024,Workstands,952929.60,8386.46
7/31/2024,Road,57268325.27,22750.39
7/31/2024,Cyclocross/Gravel Bicycles,18009472.82,9921.08
7/31/2024,Sport Performance Road Bicycles,37621569.52,11908.62
7/31/2024,Touring Road Bicycles,589248.74,498.51
7/31/2024,Track/Single Speed Bicycles,91370.12,273.24
